id,release_date,movie,production_budget,domestic_gross,worldwide_gross
38,20-Dec-17,Jumanji: Welcome to the Jungle,90000000,404508916,964496193
39,1-Jul-97,Men in Black,90000000,250690539,587790539
40,19-Nov-99,Toy Story 2,90000000,245852179,511358276
41,3-Aug-01,Rush Hour 2,90000000,226164286,347425832
42,25-Dec-09,Sherlock Holmes,90000000,209028679,498438212
43,1-Jul-09,Ice Age: Dawn of the Dinosaurs,90000000,196573705,859701857
44,14-Dec-18,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375381768
45,21-Jul-00,What Lies Beneath,90000000,155464351,288693989
46,15-Apr-11,Rio,90000000,143619809,487519809
47,6-Oct-06,The Departed,90000000,132384315,289660619
48,3-Nov-00,Charlie's Angels,90000000,125305545,259736090
49,19-Jun-98,Mulan,90000000,120620254,303500000
50,13-Aug-08,Tropic Thunder,90000000,110515313,191145256
51,20-Dec-11,The Girl with the Dragon Tattoo,90000000,102515793,239373970
52,11-Jul-97,Contact,90000000,100920329,165900000
53,6-Jun-08,You Don't Mess With the Zohan,90000000,100018837,202910991
54,19-May-95,Die Hard: With a Vengeance,90000000,100012499,366101666
55,23-Sep-16,The Magnificent Seven,90000000,93432655,162525156
56,18-Dec-15,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956
57,8-Jun-01,Atlantis: The Lost Empire,90000000,84052762,186049020
58,25-Dec-08,Valkyrie,90000000,83107829,203932174
59,24-Jul-15,Pixels,90000000,78765986,244041804
60,29-Jun-01,Artificial Intelligence: AI,90000000,78616689,235900000
61,26-Nov-03,The Haunted Mansion,90000000,75817994,155750628
62,4-Aug-00,Hollow Man,90000000,73209340,191200000
63,22-Apr-05,The Interpreter,90000000,72708161,162753837
64,7-Aug-13,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
65,25-Jul-03,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943
66,10-Jun-16,Now You See Me 2,90000000,65075540,328325007
67,21-Nov-01,Spy Game,90000000,62362560,143049560
68,4-Apr-97,The Saint,90000000,61363304,169400000
69,10-Mar-00,Mission to Mars,90000000,60874615,106000000
70,16-Mar-18,Tomb Raider,90000000,58250803,273477501
71,17-Dec-99,Bicentennial Man,90000000,58220776,87420776
72,7-Jul-04,King Arthur,90000000,51877963,203877963
73,25-Apr-97,Volcano,90000000,47546796,120100000
74,26-Mar-97,The Devil's Own,90000000,42885593,140900000
75,19-Jul-02,K-19: The Widowmaker,90000000,35168966,65716126
76,19-Aug-11,Conan the Barbarian,90000000,21295021,63356133
77,21-Oct-11,The Three Musketeers,90000000,20377913,139877913
78,21-Apr-17,The Promise,90000000,8224288,10551417
79,24-Nov-10,The Nutcracker in 3D,90000000,195459,20466016
80,13-Dec-17,Bright,90000000,0,0
81,31-Dec-19,Army of the Dead,90000000,0,0
82,10-May-96,Twister,88000000,241688385,495700000
83,3-Jun-05,Cinderella Man,88000000,61649911,105021488
84,14-Sep-18,The Predator,88000000,51024708,159487563
85,8-Jul-05,Fantastic Four,87500000,154696080,333132750
86,9-Feb-01,Hannibal,87000000,165092266,350100280
87,25-Jul-03,Seabiscuit,86000000,120277854,148715342
88,22-Dec-00,Cast Away,85000000,233632142,427230516
89,17-Nov-06,Happy Feet,85000000,198000317,385000317
90,7-Dec-01,Ocean's Eleven,85000000,183417150,450728529
91,23-Jul-04,The Bourne Supremacy,85000000,176087450,311001124
92,25-Jul-97,Air Force One,85000000,172956409,315268353
93,3-Apr-09,Fast & Furious,85000000,155064265,363064265
94,14-Mar-08,Horton Hears a Who,85000000,154529439,299477886
95,21-Mar-14,Divergent,85000000,150947895,276014965
96,28-Sep-12,Hotel Transylvania,85000000,148313048,378505812
97,5-Apr-19,Shazam!,85000000,139606856,362899733
98,21-Nov-07,Enchanted,85000000,127706877,340384141
99,10-Feb-12,Safe House,85000000,126181630,208542162
100,20-Jul-07,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
1,8-Jun-07,Ocean's Thirteen,85000000,117144465,311744465
2,25-Dec-09,Itâs Complicated,85000000,112735375,224614744
3,20-Nov-98,Enemy of the State,85000000,111549836,250649836
4,29-Sep-06,Open Season,85000000,85105259,191932158
5,4-Nov-11,Tower Heist,85000000,78046570,150422946
6,22-Nov-00,102 Dalmatians,85000000,66941559,66941559
7,30-Mar-12,Mirror Mirror,85000000,64935167,173613482
8,8-Dec-06,The Holiday,85000000,63280000,205190324
9,16-Jun-06,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
10,9-Dec-05,Memoirs of a Geisha,85000000,57010853,161510853
11,16-Mar-01,Enemy at the Gates,85000000,51396781,96971293
12,18-Jun-93,Last Action Hero,85000000,50016394,137298489
13,26-Sep-03,The Rundown,85000000,47641743,80831893
14,23-Nov-11,Arthur Christmas,85000000,46462469,149717124
15,20-Jan-17,xXx: Return of Xander Cage,85000000,44898413,345033359
16,13-Nov-98,Meet Joe Black,85000000,44650003,44650003
17,30-Jul-10,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383
18,8-Feb-02,Collateral Damage,85000000,40048332,78353508
19,15-Mar-02,Showtime,85000000,37948765,78948765
20,30-Jun-95,Judge Dredd,85000000,34687912,113487912
21,2-Mar-07,Zodiac,85000000,33080084,83080084
22,13-Aug-10,Scott Pilgrim vs. The World,85000000,31611316,48056764
23,28-Mar-03,The Core,85000000,31111260,74132631
24,9-May-97,Father's Day,85000000,28681080,35681080
25,20-Dec-17,The Greatest Showman,84000000,174340174,386665550
26,14-Jun-02,Scooby-Doo,84000000,153294164,276294164
27,28-Jul-00,Nutty Professor II: The Klumps,84000000,123307945,166307945
28,19-Jul-13,RED 2,84000000,53262560,141507355
29,23-Jun-06,Click,82500000,137355633,237685089
30,15-Dec-06,Charlotte's Web,82500000,82985708,143985708
31,14-Feb-08,Jumper,82500000,80172128,222640812
32,11-Jul-08,Hellboy II: The Golden Army,82500000,75986503,160388063
33,27-May-05,The Longest Yard,82000000,158119460,191558505
34,13-Aug-10,The Expendables,82000000,103068524,268268174
35,17-Nov-00,The 6th Day,82000000,34543701,96024898
36,21-Feb-20,Call of the Wild,82000000,0,0
37,23-May-03,Bruce Almighty,81000000,242704995,484468608
38,23-Mar-12,The Hunger Games,80000000,408010692,677923379
39,26-May-11,The Hangover Part II,80000000,254464305,586464305
40,21-May-96,Mission: Impossible,80000000,180981886,457697994
41,10-Feb-17,The Lego Batman Movie,80000000,175750384,310660018
42,25-Sep-15,Hotel Transylvania 2,80000000,169700110,469500298
43,18-Jun-92,Batman Returns,80000000,162833635,266824291
44,7-May-99,The Mummy,80000000,155385488,416385488
45,19-May-06,Over the Hedge,80000000,155019340,343397247
46,21-Jun-02,Lilo & Stitch,80000000,145771527,245800000
47,8-May-98,Deep Impact,80000000,140464664,349464664
48,12-Jul-13,Grown Ups 2,80000000,133668525,247023808
49,16-Dec-11,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523
50,20-Jun-08,Get Smart,80000000,130319208,226739416
51,11-Mar-05,Robots,80000000,128200012,260700012
52,19-Feb-10,Shutter Island,80000000,128012934,299461782
53,12-Dec-03,Something's Gotta Give,80000000,124685242,266685242
54,26-Nov-08,Four Christmases,80000000,120146040,168311558
55,27-Jun-97,Face/Off,80000000,112276146,241200000
56,25-Dec-08,Bedtime Stories,80000000,110101975,221468935
57,12-Jul-02,Road to Perdition,80000000,104054514,183354514
58,11-Feb-11,Just Go With It,80000000,103028109,214974953
59,14-Feb-03,Daredevil,80000000,102543518,182782518
60,26-Sep-08,Eagle Eye,80000000,101440743,180585259
61,6-Jun-97,Con Air,80000000,101117573,224117573
62,17-Dec-10,Yogi Bear,80000000,100246011,204774690
63,25-Dec-03,Cold Mountain,80000000,95632614,165173909
64,15-Jan-10,The Book of Eli,80000000,94835059,158750817
65,26-Nov-97,Flubber,80000000,92993801,177993801
66,23-Jul-99,The Haunting,80000000,91188905,180188905
67,15-Nov-96,Space Jam,80000000,90463534,250200000
68,17-Oct-14,Fury,80000000,85817906,210315681
69,28-Sep-18,Smallfoot,80000000,83240103,213691277
70,10-Feb-06,The Pink Panther,80000000,82226474,158926474
71,8-Jul-11,Zookeeper,80000000,80360866,170805525
72,12-Dec-08,The Day the Earth Stood Still,80000000,79366978,237370350
73,8-Aug-97,Conspiracy Theory,80000000,76118990,142783718
74,12-Jun-98,"Six Days, Seven Nights",80000000,74339294,164800000
75,24-May-02,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
76,8-Jun-01,Swordfish,80000000,69772969,147080413
77,31-Dec-99,Fantasia 2000 (Theatrical Release),80000000,69610858,69618634
78,3-Apr-98,Lost In Space,80000000,69117629,136047317
79,30-Jul-04,The Manchurian Candidate,80000000,65948711,96148711
80,22-Nov-06,DÃ©jÃ Vu,80000000,64038616,181038616
81,7-Jun-19,The Secret Life of Pets 2,80000000,63795655,113351496
82,24-Jun-05,Bewitched,80000000,63313159,131159306
83,8-Mar-02,The Time Machine,80000000,56684819,98983590
84,2-Oct-98,What Dreams May Come,80000000,55485043,71485043
85,25-Dec-98,Mighty Joe Young,80000000,50632037,50632037
86,28-Oct-05,The Legend of Zorro,80000000,45575336,141475336
87,10-Nov-00,Little Nicky,80000000,39442871,58270391
88,25-Sep-09,Surrogates,80000000,38577772,119668350
89,8-Jun-01,Evolution,80000000,38311134,98341932
90,26-Aug-05,The Brothers Grimm,80000000,37899638,105299638
91,13-Dec-96,Mars Attacks!,80000000,37771017,101371017
92,14-Apr-06,The Wild,80000000,37384046,99010667
93,20-Dec-13,Walking with Dinosaurs,80000000,36076121,123368842
94,22-Dec-00,Thirteen Days,80000000,34566746,66554547
95,6-Dec-96,Daylight,80000000,32908290,158908290
96,23-Oct-15,The Last Witch Hunter,80000000,27367660,130818912
97,21-Feb-14,Pompeii,80000000,23169033,108469033
98,12-May-00,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
99,14-Nov-03,Looney Tunes: Back in Action,80000000,20950820,54540662
100,18-Dec-09,Nine,80000000,19676965,53508858
1,26-Nov-03,Timeline,80000000,19480739,26703184
2,22-Apr-10,Oceans,80000000,19422319,86787530
3,25-Nov-98,Babe: Pig in the City,80000000,18319860,69131860
4,25-Dec-97,The Postman,80000000,17650704,20841123
5,10-Nov-00,Red Planet,80000000,17480890,33463969
6,12-Jan-07,Arthur et les Minimoys,80000000,15132763,113325743
7,17-Aug-07,The Invasion,80000000,15074191,40147042
8,2-Sep-05,A Sound of Thunder,80000000,1900451,6300451
9,15-Jun-94,The Lion King,79300000,421785283,986214868
10,10-Feb-12,Journey 2: The Mysterious Island,79000000,103860290,318146162
11,11-Nov-11,Jack and Jill,79000000,74158157,150519217
12,21-Dec-01,A Beautiful Mind,78000000,170708996,317668058
13,27-Sep-13,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
14,4-Oct-02,Red Dragon,78000000,92955420,206455420
15,5-Mar-04,Hidalgo,78000000,67286731,108086731
16,11-Jul-03,The League of Extraordinary Gentlemen,78000000,66465204,179265204
17,20-Aug-04,Exorcist: The Beginning,78000000,41814863,43957541
18,31-Dec-12,AstÃ©rix et ObÃ©lix: Au service de Sa MajestÃ©,77600000,0,60680125
19,12-Feb-16,The Little Prince,77500000,1311213,102028919
20,22-Jan-19,Renegades,77500000,0,1521672
21,20-Jul-18,The Equalizer 2,77000000,102084362,190453132
22,3-Jul-13,Despicable Me 2,76000000,368065385,975216835
23,6-Jun-03,2 Fast 2 Furious,76000000,127120058,236410607
24,25-Dec-06,Children of Men,76000000,35552383,69845011
25,30-Jun-00,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
26,8-Jul-16,The Secret Life of Pets,75000000,368384330,886750534
27,2-Jul-96,Independence Day,75000000,306169255,817400878
28,9-Nov-18,Dr. Seussâ The Grinch,75000000,270620950,511002426
29,21-Dec-16,Sing,75000000,270329045,634454789
30,30-Jun-17,Despicable Me 3,75000000,264624300,1034727750
31,22-May-97,The Lost World: Jurassic Park,75000000,229086679,618638999
32,31-Mar-06,Ice Age: The Meltdown,75000000,195330621,651899282
33,27-May-05,Madagascar,75000000,193595521,556559566
34,25-Jun-10,Grown Ups,75000000,162001186,272223430
35,1-Oct-04,Shark Tale,75000000,161412000,371917043
36,14-Jul-00,X-Men,75000000,157299717,296872367
37,27-Jun-08,Wanted,75000000,134508551,342416460
38,7-Jun-96,The Rock,75000000,134069511,336069511
39,13-Feb-04,50 First Dates,75000000,120776832,196320329
40,20-Jul-07,Hairspray,75000000,118871849,203035572
41,31-May-13,Now You See Me,75000000,117723989,342769200
42,15-Dec-06,Dreamgirls,75000000,103365956,155708695
43,3-Aug-18,Christopher Robin,75000000,99215042,197504758
44,23-Jul-99,Inspector Gadget,75000000,97387965,97387965
45,11-Nov-11,Immortals,75000000,83504017,211562435
46,18-Jun-04,The Terminal,75000000,77073959,218673959
47,18-Feb-05,Constantine,75000000,75976178,221594911
48,21-Jul-06,Monster House,75000000,73661010,141267370
49,8-Dec-00,Vertical Limit,75000000,68473360,213500000
50,21-Dec-07,Charlie Wilson's War,75000000,66661095,119512771
51,16-Apr-99,Life,75000000,64062587,73521587
52,4-Mar-05,Be Cool,75000000,55849401,94944017
53,23-Dec-05,Munich,75000000,47379090,131492772
54,4-Jun-10,Killers,75000000,47059963,95572749
55,14-Aug-15,The Man From U.N.C.L.E.,75000000,45445109,104949584
56,7-Mar-03,Tears of the Sun,75000000,43632458,85632458
57,21-Jul-06,Lady in the Water,75000000,42285169,72785169
58,17-Dec-04,Spanglish,75000000,42044321,54344321
59,12-Oct-01,Bandits,75000000,41523271,71523271
60,17-Dec-99,Anna and the King,75000000,39251128,39251128
61,7-Jul-95,First Knight,75000000,37361412,127361412
62,25-Mar-11,Sucker Punch,75000000,36392502,89758389
63,11-Mar-05,Hostage,75000000,34636443,77636443
64,28-Oct-16,Inferno,75000000,34343574,219519367
65,13-Jun-03,Hollywood Homicide,75000000,30207785,50409753
66,16-Jun-00,Titan A.E.,75000000,22751979,36751979
67,17-Dec-04,Flight of the Phoenix,75000000,21009180,34009180
68,23-Oct-98,Soldier,75000000,14623082,14623082
69,15-Jan-99,Virus,75000000,14010690,30626690
70,23-Feb-01,Monkeybone,75000000,5409517,5409517
71,30-Aug-19,PLAYMOBIL,75000000,0,0
72,31-Dec-19,355,75000000,0,0
73,10-Jul-15,Minions,74000000,336045770,1160336173
74,6-Feb-15,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181
75,22-Nov-00,Unbreakable,73243106,94999143,248099143
76,4-Aug-06,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
77,20-May-16,The Angry Birds Movie,73000000,107509366,352327887
78,7-Aug-98,Snake Eyes,73000000,55591409,103891409
79,13-Feb-98,Sphere,73000000,37068294,50168294
80,27-Jul-07,The Simpsons Movie,72500000,183135014,527071022
81,8-Feb-08,Fool's Gold,72500000,70231041,109362966
82,31-Jul-09,Funny People,72500000,51855045,71880305
83,28-Sep-07,The Kingdom,72500000,47467250,86509602
84,22-Jun-01,Dr. Dolittle 2,72000000,112950721,176101721
85,24-May-95,Braveheart,72000000,75545647,209045244
86,4-Nov-05,Jarhead,72000000,62647540,96947540
87,27-Apr-01,Driven,72000000,32616869,54616869
88,21-Dec-01,The Majestic,72000000,27796042,37306334
89,25-Jun-04,Two Brothers,72000000,19176754,62176754
90,30-Jul-04,The Village,71682975,114197520,257641634
91,26-Jun-98,Doctor Dolittle,71500000,144156605,294156605
92,2-Aug-02,Signs,70702619,227969295,408269295
93,19-May-04,Shrek 2,70000000,441226247,937008132
94,9-Jun-06,Cars,70000000,244082982,461651246
95,23-Dec-09,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
96,22-Jun-88,Who Framed Roger Rabbit?,70000000,154112492,351500000
97,30-Jul-99,Runaway Bride,70000000,152257509,310138178
98,9-Aug-02,xXx,70000000,141930000,267200000
99,8-Jun-18,Oceanâs 8,70000000,140218711,297115976
100,8-Nov-96,Ransom,70000000,136492681,308700000
1,21-Aug-09,Inglourious Basterds,70000000,120774594,316915264
2,11-Dec-91,Hook,70000000,119654823,300854823
3,3-Jul-90,Die Hard 2,70000000,117323878,239814025
4,8-Aug-03,S.W.A.T.,70000000,116877597,207154748
5,10-Nov-17,Daddyâs Home 2,70000000,104029443,175807183
6,19-Nov-99,Sleepy Hollow,70000000,101068340,207068340
7,14-Dec-01,Vanilla Sky,70000000,100614858,202726605
8,13-Jun-97,Hercules,70000000,99112101,250700000
9,22-Mar-13,Olympus Has Fallen,70000000,98927592,172878928
10,11-Mar-11,Battle: Los Angeles,70000000,83552429,213463976
11,13-Aug-04,AVP: Alien Vs. Predator,70000000,80281096,172543519
12,25-Dec-11,War Horse,70000000,79883359,156815529
13,1-Mar-02,We Were Soldiers,70000000,78120196,114658262
14,7-Feb-14,The Monuments Men,70000000,78031620,158702748
15,23-Sep-16,Storks,70000000,72679278,183353431
16,11-Dec-98,Star Trek: Insurrection,70000000,70187658,117800000
17,10-Dec-03,Big Fish,70000000,66432867,123954323
18,17-Jun-94,Wolf,70000000,65011757,131011757
19,20-Jan-12,Underworld: Awakening,70000000,62321039,160379930
20,22-Sep-17,The Lego Ninjago Movie,70000000,59281555,122737201
21,10-Oct-14,Dracula Untold,70000000,55991880,220241723
22,29-Sep-06,The Guardian,70000000,55011732,94973540
23,9-Aug-89,The Abyss,70000000,54243125,54243125
24,24-Sep-10,Wall Street 2: Money Never Sleeps,70000000,52474616,137431619
25,14-Jan-11,The Dilemma,70000000,48475290,70546865
26,25-Dec-05,Rumor Has It,70000000,42996140,88933562
27,6-Nov-98,The Siege,70000000,40934175,116625798
28,10-Aug-07,Stardust,70000000,38634938,137022245
29,15-Jun-12,Rock of Ages,70000000,38518613,61031932
30,8-Oct-97,Seven Years in Tibet,70000000,37945884,131445884
31,17-Sep-04,Sky Captain and the World of Tomorrow,70000000,37760080,49730854
32,14-Sep-07,The Brave One,70000000,36793804,69792704
33,1-Nov-02,I Spy,70000000,33561137,60279822
34,7-Jun-02,Bad Company,70000000,30157016,69157016
35,21-Oct-05,Doom,70000000,28212337,58757178
36,29-Jan-16,The Finest Hours,70000000,27569558,49252761
37,18-Oct-13,Escape Plan,70000000,25135965,103735965
38,23-Sep-11,Killer Elite,70000000,25124986,65409046
39,16-Jan-98,Hard Rain,70000000,19870567,19870567
40,15-Feb-02,Hart's War,70000000,19076815,33076815
